1.000013	0.000008	0.000000	
0.923088	0.076922	0.000000	
0.846164	0.153846	0.000000	
0.769240	0.230770	0.000000	
0.692316	0.307694	0.000000	
0.615391	0.384619	0.000000	
0.538467	0.461543	0.000000	
0.461543	0.538467	0.000000	
0.384619	0.615391	0.000000	
0.307694	0.692316	0.000000	
0.230770	0.769240	0.000000	
0.153846	0.846164	0.000000	
0.076922	0.923088	0.000000	
0.000008	1.000013	0.000000	
0.923122	0.000000	0.076888	
0.381806	0.138252	0.479942	
0.357451	0.162607	0.479942	
0.333095	0.186963	0.479942	
0.308740	0.211318	0.479942	
0.284384	0.235674	0.479942	
0.260029	0.260029	0.479942	
0.235674	0.284384	0.479942	
0.211318	0.308740	0.479942	
0.186963	0.333095	0.479942	
0.162607	0.357451	0.479942	
0.138252	0.381806	0.479942	
0.000000	0.923122	0.076888	
0.846195	0.000000	0.153815	
0.323333	0.143333	0.533333	
0.303333	0.163333	0.533333	
0.283333	0.183333	0.533333	
0.263333	0.203333	0.533333	
0.243333	0.223333	0.533333	
0.223333	0.243333	0.533333	
0.203333	0.263333	0.533333	
0.183333	0.283333	0.533333	
0.163333	0.303333	0.533333	
0.143333	0.323333	0.533333	
0.000000	0.846195	0.153815	
0.769267	0.000000	0.230743	
0.286518	0.146204	0.567278	
0.268979	0.163743	0.567278	
0.251439	0.181283	0.567278	
0.233900	0.198822	0.567278	
0.216361	0.216361	0.567278	
0.198822	0.233900	0.567278	
0.181283	0.251439	0.567278	
0.163743	0.268979	0.567278	
0.146204	0.286518	0.567278	
0.000000	0.769267	0.230743	
0.692339	0.000000	0.307671	
0.259170	0.148166	0.592664	
0.243312	0.164024	0.592664	
0.227454	0.179881	0.592664	
0.211597	0.195739	0.592664	
0.195739	0.211597	0.592664	
0.179881	0.227454	0.592664	
0.164024	0.243312	0.592664	
0.148166	0.259170	0.592664	
0.000000	0.692339	0.307671	
0.615412	0.000000	0.384598	
0.243312	0.148166	0.608522	
0.222631	0.164233	0.613135	
0.208032	0.178833	0.613135	
0.193432	0.193432	0.613135	
0.178833	0.208032	0.613135	
0.164233	0.222631	0.613135	
0.148166	0.243312	0.608522	
0.000000	0.615412	0.384598	
0.538484	0.000000	0.461526	
0.227454	0.148166	0.624380	
0.205216	0.164399	0.630385	
0.191610	0.178005	0.630385	
0.178005	0.191610	0.630385	
0.164399	0.205216	0.630385	
0.148166	0.227454	0.624380	
0.000000	0.538484	0.461526	
0.461556	0.000000	0.538454	
0.211597	0.148166	0.640237	
0.190118	0.164535	0.645348	
0.177326	0.177326	0.645348	
0.164535	0.190118	0.645348	
0.148166	0.211597	0.640237	
0.000000	0.461556	0.538454	
0.384628	-0.000000	0.615382	
0.195739	0.148166	0.656095	
0.176756	0.164649	0.658595	
0.164649	0.176756	0.658595	
0.148166	0.195739	0.656095	
-0.000000	0.384628	0.615382	
0.307701	0.000000	0.692309	
0.179881	0.148166	0.671953	
0.164649	0.164649	0.670702	
0.148166	0.179881	0.671953	
0.000000	0.307701	0.692309	
0.230773	0.000000	0.769237	
0.164024	0.148166	0.687810	
0.148166	0.164024	0.687810	
0.000000	0.230773	0.769237	
0.153845	0.000000	0.846165	
0.148166	0.148166	0.703668	
0.000000	0.153845	0.846165	
0.076918	0.000000	0.923092	
0.000000	0.076918	0.923092	
0.000000	0.000000	1.000020	
0.166667	0.166667	0.666667	
